190,Inc5000 Company List,190,26528,190,35,Level Interactive,PA,Pittsburgh,Pittsburgh PA,2258.70,11958616.00,Advertising & Marketing,1
191,Inc5000 Company List,191,26255,191,75,shopkick,CA,Redwood City,San Francisco,2250.04,26319118.00,Retail,1
192,Inc5000 Company List,192,25486,192,129,TekWissen,MI,Ann Arbor,Ann Arbor MI,2236.18,7802802.00,IT Services,1
193,Inc5000 Company List,193,25501,193,15,VPCinnovations,WI,Mount Pleasant,Chicago,2234.36,5390952.00,Computer Hardware,1
194,Inc5000 Company List,194,25433,194,42,Clean Energy Collective,CO,Boulder,Boulder CO,2216.91,9453000.00,Energy,1
195,Inc5000 Company List,195,26030,195,13,Silver Bullet Construction,TX,Dalworthington Garden,Dallas,2215.60,2524000.00,Construction,1
196,Inc5000 Company List,196,26326,196,48,Aegis Corps,VA,Chantilly,Washington DC,2208.39,2900488.00,Government Services,1
197,Inc5000 Company List,197,22899,197,300,uBreakiFix,FL,Orlando,Orlando FL,2188.83,26472870.00,Retail,2
198,Inc5000 Company List,198,25037,198,302,Culture.Service.Growth.,TX,San Antonio,San Antonio TX,2182.09,7993065.00,Business Products & Services,1
199,Inc5000 Company List,199,21023,199,72,CardCash.com,NJ,Brick,New York City,2181.72,55788000.00,Consumer Products & Services,3
200,Inc5000 Company List,200,26083,200,450,Protein Bar,IL,Chicago,Chicago,2181.69,14211083.00,Food & Beverage,1
201,Inc5000 Company List,201,25722,201,45,Metis Solutions,VA,Alexandria,Washington DC,2170.63,8686766.00,Government Services,1
202,Inc5000 Company List,202,25130,202,17,Title Boxing Club,KS,Overland Park,Kansas City MO-KS,2168.42,34252000.00,Health,1
203,Inc5000 Company List,203,23061,203,52,VETS Etc.,CA,Seaside,Salinas CA,2162.03,6480926.00,IT Services,2
204,Inc5000 Company List,204,23274,204,32,LocalResponse,NY,New York,New York City,2152.89,9565336.00,Advertising & Marketing,2
205,Inc5000 Company List,205,25498,205,36,Tongal,CA,Santa Monica,Los Angeles,2144.05,8417085.00,Advertising & Marketing,1
206,Inc5000 Company List,206,23044,206,84,Novisync Solutions,NY,Fishkill,Poughkeepsie-Newburgh-Middletown NY,2143.79,8517670.00,IT Services,2
207,Inc5000 Company List,207,26057,207,40,Tax Guard,CO,Boulder,Boulder CO,2140.54,4354787.00,Financial Services,1
208,Inc5000 Company List,208,25899,208,12,Nexgen Property Solutions,TX,Laredo,Laredo TX,2135.60,5378001.00,Financial Services,1
209,Inc5000 Company List,209,25565,209,120,PerformTel,MN,Ramsey,Minneapolis,2120.61,2273616.00,Business Products & Services,1
