1237,Inc5000 Company List,1237,23425,1237,285,Payoneer,New York,New York City,352.15,58079000,Financial Services,2,NY
1238,Inc5000 Company List,1238,17954,1238,11,Factory 360,New York,New York City,352.13,7769004,Advertising & Marketing,4,NY
1248,Inc5000 Company List,1248,26194,1248,322,Maxymiser,New York,New York City,349.05,23620000,Software,1,NY
1284,Inc5000 Company List,1284,24935,1284,44,Verity Wine Partners,New York,New York City,336.61,34831089,Food & Beverage,1,NY
1298,Inc5000 Company List,1298,24634,1298,108,Walsh Electrical Contracting,Staten Island,New York City,332.45,20622708,Construction,1,NY
1302,Inc5000 Company List,1302,25187,1302,7,MaxBurst,Farmingdale,New York City,331.42,2535250,IT Services,1,NY
1310,Inc5000 Company List,1310,23227,1310,34,MASS Communications,New York,New York City,329.54,12947510,Telecommunications,2,NY
1344,Inc5000 Company List,1344,25082,1344,14,Trinity Logistics USA,Valley Stream,New York City,321.04,16051867,Logistics & Transportation,1,NY
1371,Inc5000 Company List,1371,19576,1371,80,Rebecca Minkoff,New York,New York City,313.81,70058676,Retail,4,NY
1378,Inc5000 Company List,1378,26023,1378,55,Precise Leads,New York,New York City,311.02,13133811,Advertising & Marketing,1,NY
1401,Inc5000 Company List,1401,25174,1401,80,Makosi,New York,New York City,305.64,8935500,Financial Services,1,NY
1411,Inc5000 Company List,1411,1167,1411,55,QueBIT,Scarsdale,New York City,303.48,19893669,IT Services,8,NY
1427,Inc5000 Company List,1427,26511,1427,10,Stratus Prep,New York,New York City,299,4019029,Education,1,NY
1453,Inc5000 Company List,1453,26213,1453,298,Purch,New York,New York City,293.98,62158000,Media,1,NY
1472,Inc5000 Company List,1472,21868,1472,23,Andiamo Partners,New York,New York City,290.35,8375650,Human Resources,3,NY
1483,Inc5000 Company List,1483,23988,1483,15,1st Equity Title & Closing Services,Syosset,New York City,288.93,3255445,Real Estate,2,NY
1532,Inc5000 Company List,1532,23242,1532,39,Integra Networks,Latham,Albany-Schenectady-Troy NY,278.97,22729656,Telecommunications,2,NY
1540,Inc5000 Company List,1540,21390,1540,37,babyganics,Westbury,New York City,277.04,30020000,Health,2,NY
1552,Inc5000 Company List,1552,24813,1552,14,Custom Media Environments,Hicksville,New York City,274.09,3964158,Business Products & Services,1,NY
1591,Inc5000 Company List,1591,23578,1591,55,Madison Logic,New York,New York City,267.78,18731000,Advertising & Marketing,2,NY
1598,Inc5000 Company List,1598,25396,1598,88,Convene (New York NY),New York,New York City,266.31,18567366,Business Products & Services,1,NY
1599,Inc5000 Company List,1599,26512,1599,10,Washington Street Properties,Watertown,Watertown-Fort Drum NY,266.06,2209170,Real Estate,1,NY
1606,Inc5000 Company List,1606,26310,1606,7,Nassau National Cable,Great Neck,New York City,265.06,4170588,Business Products & Services,1,NY
1609,Inc5000 Company List,1609,21218,1609,70,Driven Local,Melville,New York City,264.81,9434464,Advertising & Marketing,3,NY
1628,Inc5000 Company List,1628,25157,1628,12,UpClear,New York,New York City,261.58,2003900,Software,1,NY
1641,Inc5000 Company List,1641,26556,1641,130,123Stores,New York,New York City,258.91,21389220,Retail,1,NY
1643,Inc5000 Company List,1643,26148,1643,70,Bisnow Media,New York,New York City,258.12,13798646,Real Estate,1,NY
1653,Inc5000 Company List,1653,26003,1653,22,Chinese American IPA,New York,New York City,256.04,17282000,Health,1,NY
1665,Inc5000 Company List,1665,26285,1665,110,Eastern Union Funding,Brooklyn,New York City,253.35,13108360,Real Estate,1,NY
1696,Inc5000 Company List,1696,26500,1696,50,Miller/Howard Investments,Woodstock,Kingston NY,247.87,21772812,Financial Services,1,NY
1727,Inc5000 Company List,1727,24893,1727,138,Agio,New York,New York City,242.37,21759035,IT Services,1,NY
1735,Inc5000 Company List,1735,23558,1735,10,Berricle,Whitestone,New York City,240.51,2712729,Retail,2,NY
1738,Inc5000 Company List,1738,25694,1738,11,Schaefer Enterprises,New York,New York City,239.97,6605871,Insurance,1,NY
1740,Inc5000 Company List,1740,24963,1740,3,Bank Associates Merchant Services,Brooklyn,New York City,239.71,3227200,Financial Services,1,NY
1744,Inc5000 Company List,1744,25523,1744,104,Datalot,Brooklyn,New York City,238.72,20102921,Business Products & Services,1,NY
1749,Inc5000 Company List,1749,23566,1749,73,Decorplanet.com,New York,New York City,238.22,18932000,Retail,2,NY
1756,Inc5000 Company List,1756,25131,1756,41,Tasting Table,New York,New York City,237.42,8697262,Food & Beverage,1,NY
1805,Inc5000 Company List,1805,25724,1805,125,Global Facility Management & Construction,Melville,New York City,228.61,57652000,Construction,1,NY
1820,Inc5000 Company List,1820,4186,1820,27,Wendel Energy Services,Buffalo,Buffalo-Niagara Falls NY,226.89,25661613,Energy,3,NY
1822,Inc5000 Company List,1822,25898,1822,176,Mark Cerrone,Niagara Falls,Buffalo-Niagara Falls NY,226.68,62011409,Construction,1,NY
1827,Inc5000 Company List,1827,25258,1827,200,Imacuclean Cleaning Services,New York,New York City,225.97,3850247,Business Products & Services,1,NY
1828,Inc5000 Company List,1828,23609,1828,62,City Sounds of NY,New York,New York City,225.73,2933840,Education,2,NY
1831,Inc5000 Company List,1831,21583,1831,44,Deep Blue Communications,Latham,Albany-Schenectady-Troy NY,224.66,7660279,IT Services,3,NY
1840,Inc5000 Company List,1840,24707,1840,150,Mondo,New York,New York City,223.29,53701000,IT Services,1,NY
1849,Inc5000 Company List,1849,25077,1849,60,Strategic Delivery Solutions,Farmingdale,New York City,221.86,30756149,Logistics & Transportation,1,NY
1928,Inc5000 Company List,1928,24843,1928,40,Mad Mimi,New York,New York City,210.81,6938497,Software,1,NY
1944,Inc5000 Company List,1944,22041,1944,41,IntraLogic Solutions,Massapequa,New York City,208.67,6188003,Security,3,NY
1947,Inc5000 Company List,1947,24992,1947,27,Digiday,New York,New York City,208.38,5662319,Media,1,NY
1950,Inc5000 Company List,1950,22014,1950,278,nfrastructure,Clifton Park,Albany-Schenectady-Troy NY,208.06,70037502,IT Services,3,NY
1963,Inc5000 Company List,1963,25911,1963,95,InfoPeople,New York,New York City,207.05,10135580,IT Services,1,NY
1964,Inc5000 Company List,1964,13531,1964,63,LaserMax,Rochester,Rochester NY,207,16212284,Manufacturing,2,NY
1967,Inc5000 Company List,1967,21801,1967,54,Clevertech,New York,New York City,206.89,4223193,Software,2,NY
2000,Inc5000 Company List,2000,21506,2000,205,SmartWatt Energy,Ballston Lake,Albany-Schenectady-Troy NY,203.36,48778380,Energy,3,NY
2030,Inc5000 Company List,2030,22096,2030,101,Creative Environment Solutions,New York,New York City,199.23,9917309,Environmental Services,3,NY
2045,Inc5000 Company List,2045,21800,2045,30,New York Technology Partners,Rochester,Rochester NY,197.64,4372052,IT Services,3,NY
2052,Inc5000 Company List,2052,23399,2052,8,In the Know Experiences,New York,New York City,196.2,6048296,Travel & Hospitality,2,NY
2066,Inc5000 Company List,2066,21425,2066,198,TigerSpike,New York,New York City,194.46,17309368,Media,2,NY
2068,Inc5000 Company List,2068,26304,2068,26,Indagare,New York,New York City,194.42,3801000,Travel & Hospitality,1,NY
2098,Inc5000 Company List,2098,23787,2098,37,Durante Rentals,Bronx,New York City,190.76,7090903,Construction,2,NY
2122,Inc5000 Company List,2122,23181,2122,19,Grok,New York,New York City,188.18,6939060,Advertising & Marketing,2,NY
2128,Inc5000 Company List,2128,2630,2128,529,ConServe,Fairport,Rochester NY,187.64,80780987,Financial Services,4,NY
2151,Inc5000 Company List,2151,26415,2151,60,Engine Shop,New York,New York City,184.76,9605944,Advertising & Marketing,1,NY
2189,Inc5000 Company List,2189,26477,2189,133,IPS,Hauppauge,New York City,181.35,14390548,Engineering,1,NY
2224,Inc5000 Company List,2224,25508,2224,28,Windsor Resources,New York,New York City,176.4,5732950,Human Resources,1,NY
2232,Inc5000 Company List,2232,21738,2232,8,Society Awards,Long Island City,New York City,175.3,3677822,Consumer Products & Services,3,NY
2266,Inc5000 Company List,2266,23551,2266,34,InRhythm,New York,New York City,172.62,3792706,IT Services,2,NY
2269,Inc5000 Company List,2269,2044,2269,125,Tarte,New York,New York City,172.05,67645092,Retail,7,NY
2298,Inc5000 Company List,2298,25146,2298,75,CareMed Pharmaceutical Services,Lake Success,New York City,169.35,216136570,Health,1,NY
2310,Inc5000 Company List,2310,25243,2310,12,National Structures,Syracuse,Syracuse NY,168.63,5155000,Construction,1,NY
2311,Inc5000 Company List,2311,19554,2311,190,Blue Fountain Media,New York,New York City,168.44,16374118,Advertising & Marketing,4,NY
2318,Inc5000 Company List,2318,23801,2318,20,Reliance Star Payment Services,Great Neck,New York City,167.48,2377720,Financial Services,2,NY
2353,Inc5000 Company List,2353,2234,2353,425,Bluewolf,New York,New York City,165.1,114164000,IT Services,8,NY
2370,Inc5000 Company List,2370,21281,2370,55,Launchpad Advertising,New York,New York City,163.19,8114000,Advertising & Marketing,3,NY
2376,Inc5000 Company List,2376,25304,2376,8,Paragon Uniform & Apparel,White Plains,New York City,162.47,2711167,Retail,1,NY
2379,Inc5000 Company List,2379,26474,2379,53,DiMassimo Goldstein,New York,New York City,161.96,30615918,Advertising & Marketing,1,NY
2399,Inc5000 Company List,2399,21665,2399,51,Fuzz,Brooklyn,New York City,160.6,6460313,Software,2,NY
2422,Inc5000 Company List,2422,23623,2422,112,Dstillery,New York,New York City,158.74,52858000,Advertising & Marketing,2,NY
2427,Inc5000 Company List,2427,26572,2427,573,Varonis Systems,New York,New York City,158.5,74616000,Software,1,NY
2463,Inc5000 Company List,2463,17274,2463,1117,Yodle,New York,New York City,155.22,161863000,Advertising & Marketing,4,NY
2477,Inc5000 Company List,2477,23724,2477,3,Tribeca Merchandisers,Lindenhurst,New York City,154.12,4802887,Consumer Products & Services,2,NY
2493,Inc5000 Company List,2493,24208,2493,140,Alphaserve Technologies,New York,New York City,152.41,24894872,IT Services,2,NY
2495,Inc5000 Company List,2495,23248,2495,56,Rockhedge Herb Farms,Pleasant Valley,Poughkeepsie-Newburgh-Middletown NY,152.39,5451336,Food & Beverage,2,NY
2505,Inc5000 Company List,2505,23911,2505,15,WorkCompEDI,Holbrook,New York City,151.32,3908000,Business Products & Services,2,NY
2525,Inc5000 Company List,2525,20681,2525,985,SterlingBackcheck,New York,New York City,149.74,246857000,Human Resources,5,NY
